company_id,employee_id,name,nationality,sector,profession,salary,is_low_wage,is_saudi,gender,hire_date,years_of_service,job_family,skill_level,left_job,is_active
1,EMP-001-9403,Brian Vargas Jr.,Filipino,healthcare,nurse,9080,FALSE,FALSE,Female,24-03-26,0.3,Operations,1,FALSE,TRUE
1,EMP-001-6022,Nasser Turki Al-Otaibi,Saudi,healthcare,technician,4993,FALSE,TRUE,Female,21-01-18,8.6,IT,5,FALSE,TRUE
1,EMP-001-9074,Charles Martin,Indian,healthcare,administrative_assistant,5235,FALSE,FALSE,Male,18-02-21,5.5,Operations,2,FALSE,TRUE
1,EMP-001-1156,Stephen Daniels,Jordanian,healthcare,administrative_assistant,3781,FALSE,FALSE,Female,11-04-25,1.3,Engineering,1,TRUE,TRUE
1,EMP-001-4061,Mark Newton,Bangladeshi,healthcare,administrative_assistant,5904,FALSE,FALSE,Male,18-01-25,1.7,Sales,1,TRUE,TRUE
1,EMP-001-5254,Khalid Saud Al-Ghamdi,Saudi,healthcare,nurse,7829,FALSE,TRUE,Male,19-03-23,3.8,IT,2,FALSE,TRUE
1,EMP-001-9536,Mansour Saud Al-Harbi,Saudi,healthcare,administrative_assistant,4660,FALSE,TRUE,Male,26-04-24,3,Sales,2,FALSE,TRUE
1,EMP-001-6479,Frank Smith,Indian,healthcare,nurse,11628,FALSE,FALSE,Female,08-05-23,3.1,Sales,2,FALSE,TRUE
1,EMP-001-1897,Saud Nasser Al-Harbi,Saudi,healthcare,technician,3353,TRUE,TRUE,Male,23-02-20,6.8,Operations,4,FALSE,TRUE
1,EMP-001-6900,Jacqueline Mcintyre,Egyptian,healthcare,administrative_assistant,4957,FALSE,FALSE,Female,24-03-24,2.4,Engineering,2,FALSE,TRUE
1,EMP-001-7042,Melissa Gordon,Filipino,healthcare,administrative_assistant,4595,FALSE,FALSE,Male,28-02-21,5.8,HR,3,FALSE,TRUE
1,EMP-001-6869,Abdullah Saud Al-Ghamdi,Saudi,healthcare,doctor,16362,FALSE,TRUE,Male,14-05-21,5.7,HR,3,FALSE,TRUE
1,EMP-001-9847,Faisal Mansour Al-Ghamdi,Saudi,healthcare,administrative_assistant,4089,FALSE,TRUE,Female,16-01-20,6.1,Finance,4,FALSE,TRUE
1,EMP-001-9649,Mohammed Mansour Al-Otaibi,Saudi,healthcare,doctor,21862,FALSE,TRUE,Male,17-05-19,7.7,Sales,4,FALSE,TRUE
1,EMP-001-1403,Devon Marquez,Indian,healthcare,administrative_assistant,5578,FALSE,FALSE,Female,22-05-22,4.1,IT,3,FALSE,TRUE
1,EMP-001-2637,Melissa Barnes,Egyptian,healthcare,nurse,11377,FALSE,FALSE,Female,05-03-18,8.4,IT,5,FALSE,TRUE
1,EMP-001-8352,Christopher Townsend,Jordanian,healthcare,administrative_assistant,5448,FALSE,FALSE,Male,25-01-24,2.1,HR,2,FALSE,TRUE
1,EMP-001-7501,Kayla Olson,Filipino,healthcare,doctor,13568,FALSE,FALSE,Male,21-04-21,5.3,IT,3,FALSE,TRUE
1,EMP-001-6909,Cody Brown,Indian,healthcare,administrative_assistant,3652,FALSE,FALSE,Female,18-05-21,5.2,IT,2,FALSE,TRUE
1,EMP-001-7144,Laura Fox,Pakistani,healthcare,nurse,9232,FALSE,FALSE,Male,25-06-19,7.8,Operations,3,TRUE,TRUE
1,EMP-001-4784,Kathleen Kelly,Pakistani,healthcare,doctor,14376,FALSE,FALSE,Male,03-04-25,1.4,Finance,1,FALSE,TRUE
1,EMP-001-4766,Cody Perez,Egyptian,healthcare,administrative_assistant,3573,FALSE,FALSE,Male,01-06-22,4.2,Engineering,3,TRUE,TRUE
1,EMP-001-6829,Jennifer West,Egyptian,healthcare,doctor,24789,FALSE,FALSE,Male,01-07-25,1.6,IT,1,FALSE,TRUE
1,EMP-001-3268,Turki Mohammed Al-Dosari,Saudi,healthcare,administrative_assistant,5713,FALSE,TRUE,Male,29-06-25,1.7,IT,1,FALSE,TRUE
1,EMP-001-3432,Mohammed Mohammed Al-Harbi,Saudi,healthcare,technician,3613,TRUE,TRUE,Female,06-04-25,1.3,Engineering,1,FALSE,TRUE
1,EMP-001-3774,Richard Thompson,Indian,healthcare,nurse,8556,FALSE,FALSE,Male,26-06-25,1.1,HR,1,FALSE,TRUE
1,EMP-001-3867,Donald Williams,Bangladeshi,healthcare,nurse,10030,FALSE,FALSE,Female,10-07-22,5,Sales,3,FALSE,TRUE
1,EMP-001-9531,Katherine Simpson,Syrian,healthcare,administrative_assistant,4562,FALSE,FALSE,Male,17-05-26,1,Finance,1,FALSE,TRUE
1,EMP-001-8882,Nasser Abdullah Al-Malki,Saudi,healthcare,technician,3225,TRUE,TRUE,Female,26-04-21,5.6,HR,3,FALSE,TRUE
1,EMP-001-5310,Anthony Young,Jordanian,healthcare,technician,4321,FALSE,FALSE,Male,12-05-19,7.2,Engineering,4,FALSE,TRUE
1,EMP-001-4507,Shannon Wilson,Filipino,healthcare,technician,4836,FALSE,FALSE,Male,07-02-19,7.5,Finance,3,FALSE,TRUE
1,EMP-001-8741,Alyssa Richardson,Syrian,healthcare,doctor,24503,FALSE,FALSE,Female,17-03-20,6.5,Engineering,4,FALSE,TRUE
1,EMP-001-3924,Alexandra Glass,Syrian,healthcare,administrative_assistant,3363,FALSE,FALSE,Male,09-04-21,5.1,Finance,2,FALSE,TRUE
1,EMP-001-3495,Ahmed Ahmed Al-Ghamdi,Saudi,healthcare,administrative_assistant,4061,FALSE,TRUE,Female,31-03-19,7.5,Finance,4,FALSE,TRUE
1,EMP-001-2306,Nasser Sultan Al-Shammari,Saudi,healthcare,nurse,8721,FALSE,TRUE,Male,23-01-26,0.1,IT,1,FALSE,TRUE
1,EMP-001-1834,Lauren Watson,Indian,healthcare,administrative_assistant,3255,FALSE,FALSE,Female,11-03-23,3.1,Sales,2,FALSE,TRUE
1,EMP-001-8054,Jaclyn Cruz,Filipino,healthcare,administrative_assistant,4839,FALSE,FALSE,Male,18-06-21,5.5,Finance,3,FALSE,TRUE
1,EMP-001-8267,Khalid Abdullah Al-Qahtani,Saudi,healthcare,doctor,17355,FALSE,TRUE,Male,31-01-19,7.4,IT,4,TRUE,TRUE
1,EMP-001-3860,Lisa Stephenson,Filipino,healthcare,doctor,18136,FALSE,FALSE,Female,08-03-24,2.3,Finance,2,TRUE,TRUE
1,EMP-001-2405,Kyle Douglas,Bangladeshi,healthcare,technician,5743,FALSE,FALSE,Male,26-01-21,5.1,IT,3,FALSE,TRUE
1,EMP-001-5723,Turki Mohammed Al-Shammari,Saudi,healthcare,doctor,22743,FALSE,TRUE,Male,21-01-18,8.2,Finance,5,FALSE,TRUE
1,EMP-001-7926,Ahmed Turki Al-Harbi,Saudi,healthcare,technician,5329,FALSE,TRUE,Female,22-03-23,3.7,Operations,2,FALSE,TRUE
1,EMP-001-8832,Ahmed Turki Al-Shammari,Saudi,healthcare,technician,3802,TRUE,TRUE,Male,06-03-21,5.9,Sales,3,FALSE,TRUE
1,EMP-001-6725,Michael Smith,Filipino,healthcare,nurse,10362,FALSE,FALSE,Male,16-05-21,5.1,Sales,3,FALSE,TRUE
1,EMP-001-2873,Austin Ruiz,Indian,healthcare,nurse,8650,FALSE,FALSE,Female,19-02-25,1.9,Finance,1,TRUE,TRUE
1,EMP-001-1199,Turki Mansour Al-Shammari,Saudi,healthcare,doctor,16926,FALSE,TRUE,Female,26-03-26,0.2,Engineering,1,FALSE,TRUE
1,EMP-001-2807,Faisal Mansour Al-Otaibi,Saudi,healthcare,doctor,13515,FALSE,TRUE,Male,04-06-24,2.3,Sales,1,FALSE,TRUE
1,EMP-001-6985,Kendra Herring,Egyptian,healthcare,technician,3528,FALSE,FALSE,Male,14-04-20,6.9,Engineering,4,FALSE,TRUE
1,EMP-001-1896,Mansour Ahmed Al-Ghamdi,Saudi,healthcare,technician,5088,FALSE,TRUE,Male,29-01-25,1.4,Sales,1,FALSE,TRUE
1,EMP-001-7648,Faisal Ahmed Al-Otaibi,Saudi,healthcare,administrative_assistant,5229,FALSE,TRUE,Female,07-02-23,3.9,HR,2,FALSE,TRUE
1,EMP-001-5668,Faisal Nasser Al-Malki,Saudi,healthcare,doctor,19015,FALSE,TRUE,Female,20-05-18,8.2,Engineering,4,FALSE,TRUE
1,EMP-001-4001,Jeff Higgins,Filipino,healthcare,doctor,19052,FALSE,FALSE,Male,03-02-23,3.1,Finance,2,FALSE,TRUE
1,EMP-001-9963,Autumn Castillo,Filipino,healthcare,administrative_assistant,5327,FALSE,FALSE,Female,22-01-20,6.3,Operations,3,FALSE,TRUE
1,EMP-001-7074,Khalid Nasser Al-Harbi,Saudi,healthcare,administrative_assistant,3718,TRUE,TRUE,Female,22-01-22,4.4,HR,3,FALSE,TRUE
1,EMP-001-7971,Karen King,Syrian,healthcare,nurse,10519,FALSE,FALSE,Female,25-01-18,8.3,HR,4,FALSE,TRUE
1,EMP-001-8981,Taylor Randall,Pakistani,healthcare,nurse,11852,FALSE,FALSE,Male,09-03-18,8.4,Engineering,4,FALSE,TRUE
1,EMP-001-9318,Robert Watkins,Filipino,healthcare,doctor,20858,FALSE,FALSE,Male,14-04-26,0.3,Finance,1,FALSE,TRUE
1,EMP-001-9633,Turki Saud Al-Harbi,Saudi,healthcare,administrative_assistant,5159,FALSE,TRUE,Male,06-02-26,0.2,HR,1,TRUE,TRUE
1,EMP-001-8372,Amy Cox,Pakistani,healthcare,administrative_assistant,4596,FALSE,FALSE,Female,07-02-26,0.9,IT,1,FALSE,TRUE
1,EMP-001-4541,Kara Morris,Pakistani,healthcare,doctor,18986,FALSE,FALSE,Male,21-02-25,1.7,HR,1,FALSE,TRUE
1,EMP-001-2723,David Ochoa,Filipino,healthcare,administrative_assistant,4298,FALSE,FALSE,Male,28-06-24,2.5,Engineering,2,FALSE,TRUE
1,EMP-001-2848,Ashley Johnston,Indian,healthcare,nurse,7369,FALSE,FALSE,Male,28-04-18,8.5,IT,5,FALSE,TRUE
1,EMP-001-4564,Justin Davis,Indian,healthcare,doctor,21160,FALSE,FALSE,Female,30-06-22,4.4,Sales,2,FALSE,TRUE
1,EMP-001-4428,Jennifer Riggs,Filipino,healthcare,nurse,9794,FALSE,FALSE,Male,19-03-21,5.5,IT,3,FALSE,TRUE
1,EMP-001-5941,Khalid Khalid Al-Saud,Saudi,healthcare,administrative_assistant,4562,FALSE,TRUE,Female,29-06-22,4.8,HR,2,FALSE,TRUE
1,EMP-001-8220,Kelsey Reese,Filipino,healthcare,administrative_assistant,3209,FALSE,FALSE,Male,06-02-24,3,HR,2,FALSE,TRUE
1,EMP-001-6134,Jeffrey Smith,Indian,healthcare,technician,3280,FALSE,FALSE,Male,04-04-24,2.1,HR,2,FALSE,TRUE
1,EMP-001-4857,Andrea Cline,Pakistani,healthcare,technician,5053,FALSE,FALSE,Male,13-02-25,1.3,HR,1,FALSE,TRUE
1,EMP-001-8596,Abdullah Mohammed Al-Dosari,Saudi,healthcare,doctor,24700,FALSE,TRUE,Female,02-05-19,7.5,Engineering,3,FALSE,TRUE
1,EMP-001-5924,Ahmed Turki Al-Harbi,Saudi,healthcare,administrative_assistant,4424,FALSE,TRUE,Male,17-05-21,6,Finance,3,FALSE,TRUE
1,EMP-001-9298,Amy Mercado,Bangladeshi,healthcare,administrative_assistant,4747,FALSE,FALSE,Male,12-05-19,7.4,Engineering,4,FALSE,TRUE
1,EMP-001-1025,Lori Moreno,Egyptian,healthcare,technician,5331,FALSE,FALSE,Female,15-06-25,1.4,Finance,1,TRUE,TRUE
1,EMP-001-5968,Paul Sanchez,Filipino,healthcare,administrative_assistant,4326,FALSE,FALSE,Female,28-05-19,7.6,Sales,3,FALSE,TRUE
1,EMP-001-5412,Khalid Nasser Al-Qahtani,Saudi,healthcare,doctor,17900,FALSE,TRUE,Female,22-05-20,6.2,Finance,3,FALSE,TRUE
1,EMP-001-5265,Christopher Mcclure,Indian,healthcare,administrative_assistant,4378,FALSE,FALSE,Female,06-06-20,6.4,IT,4,FALSE,TRUE
1,EMP-001-2222,Jill Lee,Syrian,healthcare,administrative_assistant,5122,FALSE,FALSE,Female,19-03-20,6.1,Finance,3,FALSE,TRUE
1,EMP-001-6037,Brian Hickman,Jordanian,healthcare,administrative_assistant,4484,FALSE,FALSE,Male,24-06-23,3.9,HR,1,FALSE,TRUE
1,EMP-001-4653,Christopher Garza,Egyptian,healthcare,doctor,24178,FALSE,FALSE,Male,13-01-22,4.5,IT,2,FALSE,TRUE
1,EMP-001-2066,Jasmine Miller,Filipino,healthcare,administrative_assistant,4041,FALSE,FALSE,Female,05-06-23,3.9,Sales,2,FALSE,TRUE
1,EMP-001-9629,Carl Parsons,Syrian,healthcare,administrative_assistant,5926,FALSE,FALSE,Female,01-06-21,5.2,Operations,2,FALSE,TRUE
1,EMP-001-6562,Heather Stout,Filipino,healthcare,technician,5719,FALSE,FALSE,Female,27-06-19,7.7,IT,4,TRUE,TRUE
1,EMP-001-7535,Turki Turki Al-Qahtani,Saudi,healthcare,nurse,7996,FALSE,TRUE,Female,05-02-23,3.3,Sales,1,FALSE,TRUE
1,EMP-001-9757,Dawn Greer,Pakistani,healthcare,doctor,19839,FALSE,FALSE,Male,21-02-19,7.4,IT,4,TRUE,TRUE
1,EMP-001-5219,Stephen Sanchez,Filipino,healthcare,doctor,20065,FALSE,FALSE,Female,23-02-19,7.5,Sales,3,FALSE,TRUE
1,EMP-001-2735,Saud Turki Al-Shammari,Saudi,healthcare,technician,5336,FALSE,TRUE,Female,02-03-18,8.3,Finance,4,FALSE,TRUE
1,EMP-001-8101,Sandra Anderson,Syrian,healthcare,nurse,8389,FALSE,FALSE,Male,22-03-19,7.4,Engineering,3,FALSE,TRUE
1,EMP-001-1844,Christopher Soto,Bangladeshi,healthcare,nurse,11223,FALSE,FALSE,Female,30-06-24,2.6,Finance,1,FALSE,TRUE
1,EMP-001-7473,Michael Tran,Syrian,healthcare,administrative_assistant,4487,FALSE,FALSE,Male,28-05-23,3.2,Finance,1,FALSE,TRUE
1,EMP-001-5703,Rose Williams,Jordanian,healthcare,nurse,11932,FALSE,FALSE,Female,28-03-18,8.7,Finance,4,FALSE,TRUE
1,EMP-001-7415,Brittany Tran,Syrian,healthcare,administrative_assistant,5810,FALSE,FALSE,Male,06-06-19,7.5,Engineering,3,FALSE,TRUE
1,EMP-001-6312,Nasser Abdullah Al-Shammari,Saudi,healthcare,technician,3427,TRUE,TRUE,Male,21-04-22,4,HR,3,FALSE,TRUE
1,EMP-001-9261,Melinda Carter,Filipino,healthcare,doctor,17516,FALSE,FALSE,Male,12-06-18,8.9,Finance,4,FALSE,TRUE
1,EMP-001-3486,Heather Peterson,Egyptian,healthcare,technician,3247,FALSE,FALSE,Male,18-05-19,7,Finance,3,FALSE,TRUE
1,EMP-001-6667,Kimberly Lowery,Egyptian,healthcare,nurse,10453,FALSE,FALSE,Male,13-01-21,5.6,HR,2,TRUE,TRUE
1,EMP-001-3956,Abdullah Abdullah Al-Ghamdi,Saudi,healthcare,technician,4860,FALSE,TRUE,Male,07-04-24,2.2,IT,1,FALSE,TRUE
1,EMP-001-6962,Rebecca Lawrence DDS,Syrian,healthcare,administrative_assistant,5568,FALSE,FALSE,Male,07-02-25,1.2,Sales,1,TRUE,TRUE
1,EMP-001-8271,Rebecca Nichols,Jordanian,healthcare,doctor,13003,FALSE,FALSE,Female,28-04-20,6.9,Engineering,4,FALSE,TRUE
1,EMP-001-6541,Ahmed Nasser Al-Dosari,Saudi,healthcare,technician,5630,FALSE,TRUE,Female,08-04-24,2.6,Engineering,1,FALSE,TRUE
1,EMP-001-3715,Lisa Barry,Egyptian,healthcare,technician,5154,FALSE,FALSE,Male,22-03-26,0.5,Operations,1,FALSE,TRUE
1,EMP-001-9306,Ahmed Turki Al-Saud,Saudi,healthcare,nurse,7562,FALSE,TRUE,Male,06-07-25,1.7,Engineering,1,FALSE,TRUE
1,EMP-001-7701,Bradley Little,Jordanian,healthcare,administrative_assistant,5853,FALSE,FALSE,Female,10-02-19,7.4,Engineering,3,FALSE,TRUE
1,EMP-001-1640,Turki Khalid Al-Shammari,Saudi,healthcare,doctor,13704,FALSE,TRUE,Female,29-01-23,3.5,Operations,2,FALSE,TRUE
1,EMP-001-3225,Mike Powell,Bangladeshi,healthcare,administrative_assistant,4257,FALSE,FALSE,Male,11-07-18,8.7,Finance,4,FALSE,TRUE
1,EMP-001-8626,Heidi Mcdonald,Egyptian,healthcare,doctor,24020,FALSE,FALSE,Female,14-01-22,4.3,Operations,3,FALSE,TRUE
1,EMP-001-1017,Ahmed Saud Al-Malki,Saudi,healthcare,doctor,15970,FALSE,TRUE,Male,23-01-18,8.4,Operations,4,FALSE,TRUE
1,EMP-001-4073,Mohammed Saud Al-Shammari,Saudi,healthcare,doctor,17759,FALSE,TRUE,Female,19-06-26,0.7,IT,1,FALSE,TRUE
1,EMP-001-3610,Dawn Miller,Filipino,healthcare,doctor,20290,FALSE,FALSE,Male,08-07-26,0.2,Sales,1,FALSE,TRUE
1,EMP-001-2135,Jennifer Hernandez,Indian,healthcare,nurse,11959,FALSE,FALSE,Male,30-04-26,0.1,IT,1,TRUE,TRUE
1,EMP-001-2061,Lauren Nelson,Indian,healthcare,doctor,23492,FALSE,FALSE,Male,21-04-22,4.9,Finance,3,FALSE,TRUE
2,EMP-002-3392,Jordan Flores,Bangladeshi,hospitality,logistics_coordinator,4040,FALSE,FALSE,Male,14-02-24,2.7,HR,1,FALSE,TRUE
2,EMP-002-5144,Daniel Johnson,Filipino,hospitality,administrative_assistant,3215,FALSE,FALSE,Male,25-01-25,1.2,Sales,1,FALSE,TRUE
2,EMP-002-9397,Joshua Young,Egyptian,hospitality,administrative_assistant,5625,FALSE,FALSE,Female,07-05-25,2,Sales,1,TRUE,TRUE
2,EMP-002-6532,Saud Ahmed Al-Malki,Saudi,hospitality,marketing_specialist,9324,FALSE,TRUE,Female,22-01-22,4.4,Operations,2,FALSE,TRUE
2,EMP-002-1582,Nichole Robertson,Filipino,hospitality,marketing_specialist,10033,FALSE,FALSE,Male,21-01-25,1.8,HR,1,FALSE,TRUE
2,EMP-002-6530,Charles Stanley,Filipino,hospitality,sales_executive,10986,FALSE,FALSE,Female,15-03-23,4,Engineering,1,FALSE,TRUE
2,EMP-002-5773,Shannon Lee,Pakistani,hospitality,sales_executive,7424,FALSE,FALSE,Male,25-01-21,5.2,Operations,2,FALSE,TRUE
2,EMP-002-7937,Angela Baker,Syrian,hospitality,sales_executive,10424,FALSE,FALSE,Male,30-05-21,5.3,Operations,2,FALSE,TRUE
2,EMP-002-8477,Misty Chapman,Pakistani,hospitality,logistics_coordinator,3449,FALSE,FALSE,Female,31-03-26,0.2,IT,1,FALSE,TRUE
2,EMP-002-3540,Kristin Vaughan,Pakistani,hospitality,marketing_specialist,10387,FALSE,FALSE,Female,13-01-26,0.2,Finance,1,FALSE,TRUE
2,EMP-002-4512,Khalid Mansour Al-Shammari,Saudi,hospitality,logistics_coordinator,4859,FALSE,TRUE,Female,30-01-23,3.3,HR,2,FALSE,TRUE
2,EMP-002-4544,Misty Simmons,Syrian,hospitality,marketing_specialist,9530,FALSE,FALSE,Male,26-04-24,2.2,Operations,2,TRUE,TRUE
2,EMP-002-2749,Saud Sultan Al-Shammari,Saudi,hospitality,administrative_assistant,3799,TRUE,TRUE,Male,12-02-21,5.9,Sales,3,FALSE,TRUE
2,EMP-002-1909,Scott Graves,Indian,hospitality,sales_executive,10291,FALSE,FALSE,Female,03-04-21,5.4,HR,3,FALSE,TRUE
2,EMP-002-7569,Jennifer Evans,Egyptian,hospitality,logistics_coordinator,3775,FALSE,FALSE,Female,20-05-21,5.1,HR,3,TRUE,TRUE
2,EMP-002-1513,Sarah Rangel,Bangladeshi,hospitality,sales_executive,8071,FALSE,FALSE,Female,24-01-25,1.6,Finance,1,FALSE,TRUE
2,EMP-002-8975,Elizabeth Mccarthy,Filipino,hospitality,logistics_coordinator,5263,FALSE,FALSE,Male,18-01-22,4.1,IT,2,FALSE,TRUE
2,EMP-002-2886,Dennis West,Pakistani,hospitality,administrative_assistant,4315,FALSE,FALSE,Male,20-05-18,8.9,Sales,5,FALSE,TRUE
2,EMP-002-1673,Ashley Odonnell,Syrian,hospitality,sales_executive,10307,FALSE,FALSE,Male,27-04-18,8.1,HR,4,FALSE,TRUE
2,EMP-002-5785,Crystal Franklin,Filipino,hospitality,marketing_specialist,11072,FALSE,FALSE,Male,09-05-24,2.6,Operations,2,FALSE,TRUE
2,EMP-002-8500,Julia Jones,Syrian,hospitality,marketing_specialist,10776,FALSE,FALSE,Female,13-03-19,7.2,HR,3,FALSE,TRUE
2,EMP-002-5851,Greg Robinson,Filipino,hospitality,administrative_assistant,4013,FALSE,FALSE,Female,19-03-26,0.1,Sales,1,FALSE,TRUE
2,EMP-002-6132,David Jackson,Syrian,hospitality,logistics_coordinator,5235,FALSE,FALSE,Male,12-02-22,4,Sales,3,FALSE,TRUE
2,EMP-002-5970,Jared Smith,Syrian,hospitality,logistics_coordinator,4594,FALSE,FALSE,Female,05-02-21,5.7,Operations,2,FALSE,TRUE
2,EMP-002-9639,Amanda Barnes,Jordanian,hospitality,administrative_assistant,3820,FALSE,FALSE,Male,05-05-20,6.6,Operations,4,FALSE,TRUE
2,EMP-002-7567,Danielle Cannon,Indian,hospitality,logistics_coordinator,3709,FALSE,FALSE,Female,12-07-18,8,HR,4,FALSE,TRUE
2,EMP-002-2322,Ahmed Saud Al-Ghamdi,Saudi,hospitality,sales_executive,8829,FALSE,TRUE,Female,27-03-18,8.4,Sales,5,FALSE,TRUE
2,EMP-002-6697,Turki Abdullah Al-Harbi,Saudi,hospitality,logistics_coordinator,3325,TRUE,TRUE,Female,24-01-26,0.3,HR,1,FALSE,TRUE
2,EMP-002-6826,Rose Jones,Bangladeshi,hospitality,marketing_specialist,7227,FALSE,FALSE,Female,10-04-21,5,Finance,2,FALSE,TRUE
2,EMP-002-9695,Joseph Collins,Filipino,hospitality,logistics_coordinator,3722,FALSE,FALSE,Female,14-01-24,2.8,Sales,1,FALSE,TRUE
2,EMP-002-5879,Harry Ford,Indian,hospitality,administrative_assistant,5051,FALSE,FALSE,Female,12-03-26,0.6,HR,1,FALSE,TRUE
2,EMP-002-5665,Stephanie Lewis,Filipino,hospitality,administrative_assistant,4504,FALSE,FALSE,Female,16-03-22,4.1,Sales,2,FALSE,TRUE
2,EMP-002-6849,Sherry Anderson DVM,Indian,hospitality,logistics_coordinator,3494,FALSE,FALSE,Male,15-05-19,7.8,Operations,3,FALSE,TRUE
2,EMP-002-7386,Mackenzie Walker,Pakistani,hospitality,sales_executive,10213,FALSE,FALSE,Female,25-05-18,8.4,Operations,5,FALSE,TRUE
2,EMP-002-1140,Faisal Khalid Al-Harbi,Saudi,hospitality,administrative_assistant,5117,FALSE,TRUE,Male,18-02-26,0.8,IT,1,TRUE,TRUE
2,EMP-002-2442,Rebecca Gibson,Bangladeshi,hospitality,marketing_specialist,7575,FALSE,FALSE,Female,05-03-26,0.2,Operations,1,FALSE,TRUE
2,EMP-002-2248,Candace White,Bangladeshi,hospitality,sales_executive,11903,FALSE,FALSE,Male,08-07-20,6,Sales,3,FALSE,TRUE
2,EMP-002-5378,Mrs. Kelly Mitchell,Filipino,hospitality,sales_executive,9531,FALSE,FALSE,Male,09-06-19,7.8,HR,3,FALSE,TRUE
2,EMP-002-5961,Ahmed Faisal Al-Saud,Saudi,hospitality,logistics_coordinator,3294,TRUE,TRUE,Male,24-02-25,1.5,Finance,1,FALSE,TRUE
2,EMP-002-1386,William Jimenez,Filipino,hospitality,logistics_coordinator,5845,FALSE,FALSE,Female,17-02-26,0.9,IT,1,FALSE,TRUE
2,EMP-002-3741,Travis Bradley,Indian,hospitality,administrative_assistant,5336,FALSE,FALSE,Female,10-03-19,7,Sales,4,FALSE,TRUE
2,EMP-002-6295,Saud Ahmed Al-Harbi,Saudi,hospitality,administrative_assistant,3530,TRUE,TRUE,Male,11-05-19,7.4,Sales,3,FALSE,TRUE
2,EMP-002-2375,Nicole Ferguson,Pakistani,hospitality,marketing_specialist,11140,FALSE,FALSE,Male,23-04-24,2.9,Operations,2,TRUE,TRUE
2,EMP-002-9343,Jackie Fisher,Pakistani,hospitality,marketing_specialist,11708,FALSE,FALSE,Female,13-01-18,8.7,Finance,5,FALSE,TRUE
2,EMP-002-7498,Cassandra Garrett,Indian,hospitality,administrative_assistant,3442,FALSE,FALSE,Female,07-05-18,8.5,Sales,4,FALSE,TRUE
2,EMP-002-9045,Danielle Hunter,Jordanian,hospitality,logistics_coordinator,3201,FALSE,FALSE,Female,17-06-23,3.2,HR,1,FALSE,TRUE
2,EMP-002-8674,John Schmidt,Egyptian,hospitality,administrative_assistant,4666,FALSE,FALSE,Male,22-05-22,4.7,HR,2,FALSE,TRUE
2,EMP-002-3618,James Martin,Pakistani,hospitality,logistics_coordinator,3549,FALSE,FALSE,Female,28-06-20,6.4,HR,3,FALSE,TRUE
2,EMP-002-1645,Karen Delacruz,Pakistani,hospitality,logistics_coordinator,5116,FALSE,FALSE,Female,10-05-21,5.1,Engineering,2,FALSE,TRUE
2,EMP-002-6699,Victoria Martinez,Bangladeshi,hospitality,sales_executive,11761,FALSE,FALSE,Female,16-02-20,6.5,Sales,3,FALSE,TRUE
2,EMP-002-6710,Sydney Wheeler,Filipino,hospitality,marketing_specialist,10100,FALSE,FALSE,Female,12-04-22,4.1,IT,3,FALSE,TRUE
